id,district,state,state_code,year,state_tier,population,population_density,urban_population_pct,rural_population_pct,sc_st_population_pct,working_age_population_pct,female_male_ratio,gdp_per_capita,gsdp_growth_rate,poverty_rate,unemployment_rate,average_household_income,tax_revenue_per_capita,credit_deposit_ratio,imr,mmr,u5mr,life_expectancy,hospital_beds_per_1000,doctors_per_1000,health_centres_count,immunization_coverage_pct,malnutrition_rate,health_alloc_cr,health_spent_cr,health_efficiency,literacy_rate,ger_primary,ger_secondary,ger_higher,dropout_rate_primary,dropout_rate_secondary,student_teacher_ratio,schools_per_1000,gender_parity_index,education_alloc_cr,education_spent_cr,education_efficiency,agricultural_land_pct,irrigation_coverage_pct,crop_yield_index,farmer_income_inr,msp_benefit_pct,kisan_credit_coverage,drought_frequency_index,agriculture_alloc_cr,agriculture_spent_cr,agriculture_efficiency,road_density,nh_connectivity_index,railway_density,electrification_rate,internet_penetration_pct,mobile_connectivity_pct,infrastructure_alloc_cr,infrastructure_spent_cr,infrastructure_efficiency,safe_water_access_pct,sanitation_coverage_pct,groundwater_stress_index,renewable_energy_pct,energy_consumption_per_capita,water_alloc_cr,energy_alloc_cr,health_outcome_score,education_outcome_score,agriculture_outcome_score,infrastructure_outcome_score,overall_welfare_score,citizen_satisfaction_score,health_need_index,education_need_index,infrastructure_need_index,overall_need_index,uplift_multiplier,absorption_capacity
119,Pune,Maharashtra,MH,2024,A,1322971,9932,81.9,18.1,9.9,62.0,0.992,354111.0,7.8,24.2,8.5,243941.0,18433.0,97.6,26.2,87.0,33.3,73.4,3.6,1.95,105,93.5,17.5,765.82,652.75,0.852,92.2,93.1,87.7,46.5,4.1,11.4,26.0,5.81,0.977,866.47,757.42,0.874,31.7,77.8,97.9,125321.0,58.0,45.5,0.79,556.02,348.83,0.627,2.47,98.1,0.0874,100.0,80.0,86.5,1105.47,996.18,0.901,82.0,86.3,0.44,35.3,1557.0,353.04,446.84,95.0,94.8,66.2,95.0,89.2,4.08,26.8,36.5,8.5,23.9,1.4,0.813
120,Ratnagiri,Maharashtra,MH,2018,A,1111985,749,45.6,54.4,10.5,67.6,0.928,172917.0,8.0,24.7,8.0,183617.0,14619.0,74.7,39.0,130.0,58.6,68.2,1.95,0.87,116,79.1,22.2,498.75,498.75,1.0,80.6,92.5,79.9,32.7,3.8,9.5,24.0,4.93,0.97,558.81,511.41,0.915,35.6,61.6,84.9,93099.0,63.8,52.4,0.22,374.99,295.39,0.788,1.47,65.5,0.0447,91.0,34.3,73.2,676.87,570.48,0.843,79.0,69.0,0.4,16.1,1224.0,249.29,280.56,95.0,66.4,66.2,59.0,73.1,3.63,47.3,46.2,40.3,44.6,1.4,0.887
121,Ratnagiri,Maharashtra,MH,2019,A,1136323,413,43.5,56.5,29.6,58.1,0.882,184318.0,11.9,19.8,7.9,189488.0,14620.0,50.4,34.6,109.0,54.5,71.6,2.59,0.92,154,80.8,21.3,490.79,329.37,0.671,80.6,94.2,76.3,37.3,3.8,12.3,24.0,5.42,0.977,609.81,483.13,0.792,32.0,71.4,83.3,95926.0,43.4,54.7,0.44,417.28,277.1,0.664,1.35,87.9,0.0485,91.3,35.6,71.5,757.6,475.36,0.627,81.3,74.8,0.52,18.8,1246.0,256.13,301.97,95.0,65.1,59.1,61.1,71.9,3.26,39.7,46.9,37.0,41.2,1.4,0.689
122,Ratnagiri,Maharashtra,MH,2020,A,1151785,236,47.0,53.0,23.4,56.5,0.93,189800.0,10.9,28.4,8.0,191731.0,15439.0,73.0,31.9,120.0,48.7,71.0,2.27,0.95,55,81.5,21.4,559.54,511.01,0.913,78.9,94.2,76.8,34.0,5.9,7.6,24.0,4.87,0.989,650.53,490.53,0.754,34.4,71.7,94.3,99880.0,75.4,74.4,0.74,431.13,353.24,0.819,1.4,86.9,0.0446,95.1,41.3,79.3,809.73,517.07,0.639,82.3,76.4,0.71,24.5,1289.0,282.6,326.12,95.0,65.3,82.0,66.2,77.8,3.4,39.9,44.8,31.6,38.8,1.4,0.781
123,Ratnagiri,Maharashtra,MH,2021,A,1169971,412,47.5,52.5,14.1,63.3,0.921,200236.0,8.2,18.6,10.8,216136.0,16096.0,83.7,30.3,111.0,46.1,72.7,2.34,1.13,76,89.4,17.8,594.46,543.22,0.914,82.2,92.5,85.4,35.4,4.9,8.7,23.0,5.35,0.969,667.77,490.61,0.735,32.5,73.6,94.4,102418.0,55.7,42.0,0.11,453.63,366.95,0.809,1.37,65.0,0.0365,98.0,52.7,76.9,824.28,764.41,0.927,85.3,78.2,0.23,23.8,1356.0,287.44,340.98,95.0,74.9,75.4,64.8,78.5,3.99,33.2,44.5,32.4,36.7,1.4,0.846
124,Ratnagiri,Maharashtra,MH,2022,A,1177873,1389,49.9,50.1,14.0,56.7,0.958,216944.0,13.8,23.4,4.5,222457.0,16615.0,94.3,29.5,102.0,36.0,70.9,2.65,1.17,73,83.3,23.7,656.65,451.87,0.688,82.0,94.7,85.7,35.6,3.0,12.6,21.0,5.39,0.979,717.97,578.88,0.806,34.4,65.6,90.2,114531.0,70.4,45.2,0.2,461.5,330.99,0.717,1.48,86.6,0.0391,95.2,52.9,86.0,886.74,741.85,0.837,80.6,85.9,0.74,28.4,1381.0,305.14,372.96,95.0,73.4,72.1,72.1,79.3,3.93,38.1,47.7,26.3,37.4,1.4,0.762
125,Ratnagiri,Maharashtra,MH,2023,A,1194129,279,50.0,50.0,26.0,61.7,0.905,234684.0,8.9,24.2,4.4,222034.0,18038.0,49.4,34.6,110.0,52.5,72.1,2.55,1.22,82,87.2,21.7,667.64,548.13,0.821,82.3,97.0,86.5,38.0,5.7,11.7,26.0,5.56,1.007,741.42,698.33,0.942,24.3,78.7,97.9,113202.0,48.4,70.6,0.28,508.17,314.6,0.619,1.44,100.0,0.0535,100.0,58.2,89.3,997.28,819.02,0.821,86.8,85.8,0.46,30.7,1484.0,318.63,417.58,95.0,78.7,88.6,77.5,85.3,4.02,37.4,43.6,19.5,33.5,1.4,0.801
126,Ratnagiri,Maharashtra,MH,2024,A,1197884,349,51.3,48.7,12.0,57.6,0.905,246824.0,12.8,17.4,8.6,238155.0,18197.0,95.7,27.0,90.0,32.5,70.1,2.41,1.0,124,88.3,20.6,697.32,535.8,0.768,84.5,100.7,79.5,46.1,4.1,10.4,24.0,5.17,0.973,824.15,650.34,0.789,41.5,72.5,85.3,122786.0,51.7,62.0,0.59,535.02,471.37,0.881,1.64,89.6,0.0609,100.0,61.0,88.7,1036.9,875.91,0.845,88.3,88.9,0.21,36.8,1502.0,349.87,440.86,95.0,78.7,64.3,80.0,81.0,3.45,35.1,41.4,18.8,31.8,1.4,0.821
127,Solapur,Maharashtra,MH,2018,A,1175567,879,46.6,53.4,8.0,60.4,0.938,174011.0,13.8,22.3,4.7,177177.0,14167.0,40.1,37.3,134.0,48.1,70.7,2.4,1.06,88,78.0,21.6,507.19,495.38,0.977,77.7,93.0,82.0,38.1,6.9,14.0,24.0,5.09,0.96,575.86,491.93,0.854,39.2,59.7,89.5,95796.0,78.1,36.7,0.29,400.99,277.76,0.693,1.41,84.2,0.0321,90.1,30.1,68.7,725.39,660.83,0.911,77.0,72.1,0.48,23.4,1214.0,253.44,309.46,95.0,64.3,64.2,59.2,72.2,3.36,43.3,50.4,39.8,44.5,1.4,0.859
128,Solapur,Maharashtra,MH,2019,A,1195353,285,44.0,56.0,14.9,59.7,1.0,193570.0,11.6,26.8,7.1,195760.0,14973.0,62.8,30.6,124.0,45.7,69.8,2.02,1.09,42,83.5,26.3,528.09,392.89,0.744,80.6,97.0,79.5,40.9,3.0,11.7,26.0,5.46,0.939,646.88,554.29,0.857,32.6,60.6,91.8,95414.0,52.4,47.6,0.71,423.41,373.76,0.883,1.32,79.6,0.0434,94.0,40.1,68.6,763.98,458.95,0.601,77.5,70.9,0.38,21.3,1257.0,260.31,327.0,95.0,67.2,51.8,60.4,70.8,3.65,42.8,46.4,37.1,42.1,1.4,0.771
129,Solapur,Maharashtra,MH,2020,A,1212868,1115,48.3,51.7,13.6,61.2,0.965,198868.0,6.5,22.7,10.5,200700.0,15735.0,77.9,29.9,108.0,44.9,69.0,2.22,0.95,93,87.8,18.6,569.66,411.15,0.722,82.5,91.9,79.0,39.8,5.4,10.7,24.0,5.1,0.952,653.84,545.68,0.835,29.8,64.6,89.5,107566.0,64.1,40.1,0.15,454.36,314.86,0.693,1.31,80.0,0.0465,94.9,39.7,72.2,848.7,577.42,0.68,80.8,78.1,0.57,23.5,1280.0,281.82,354.45,95.0,70.1,67.3,61.2,74.8,3.54,36.9,45.1,36.0,39.3,1.4,0.732
130,Solapur,Maharashtra,MH,2021,A,1240758,996,45.3,54.7,28.7,65.5,0.994,209141.0,10.7,25.5,8.1,206841.0,15727.0,75.0,29.4,104.0,46.5,70.5,2.6,0.96,123,89.3,18.4,578.49,476.34,0.823,79.8,97.5,85.1,37.9,3.4,10.4,26.0,4.81,0.979,716.23,633.19,0.884,28.9,72.9,81.5,103648.0,75.1,67.5,0.11,451.18,298.45,0.661,1.4,65.6,0.0373,95.8,50.3,81.6,891.01,545.7,0.612,85.5,82.4,0.68,30.1,1385.0,297.47,354.9,95.0,73.0,85.4,65.0,80.1,3.54,33.6,45.1,32.7,37.1,1.4,0.745
131,Solapur,Maharashtra,MH,2022,A,1247435,318,49.6,50.4,19.0,57.1,0.93,231415.0,10.7,23.4,4.4,216489.0,17246.0,80.0,33.7,99.0,48.9,70.2,2.57,1.06,98,87.5,24.7,622.6,610.09,0.98,81.4,95.6,77.2,37.8,4.2,7.0,24.0,5.83,0.958,768.31,623.17,0.811,36.9,67.2,83.6,107363.0,42.8,46.4,0.56,498.24,443.12,0.889,1.57,61.0,0.0438,96.9,51.5,84.2,949.3,686.11,0.723,81.5,85.3,0.67,28.5,1439.0,325.59,384.69,95.0,68.8,49.3,68.7,72.7,3.6,39.6,43.3,30.3,37.7,1.4,0.851
132,Solapur,Maharashtra,MH,2023,A,1255795,429,51.6,48.4,27.2,57.8,0.936,240026.0,10.0,19.4,9.7,232983.0,17875.0,91.5,32.2,94.0,46.5,70.1,2.6,1.01,130,84.8,17.6,673.24,438.14,0.651,83.9,98.4,83.1,37.6,2.3,6.4,22.0,5.89,0.974,788.23,562.57,0.714,27.9,72.8,91.7,112639.0,42.3,55.6,0.26,496.26,468.84,0.945,1.58,82.6,0.0483,99.6,60.4,89.5,1042.26,676.09,0.649,85.0,84.1,0.72,33.6,1463.0,322.81,423.3,95.0,78.2,70.9,77.3,81.6,3.77,36.4,41.5,21.0,33.0,1.4,0.74
133,Solapur,Maharashtra,MH,2024,A,1264818,570,47.7,52.3,22.9,59.5,0.939,259636.0,7.6,22.1,5.8,231918.0,18541.0,44.1,28.4,93.0,41.2,72.6,2.4,0.99,135,89.4,22.9,769.27,759.52,0.987,83.7,95.7,86.9,41.7,2.5,12.7,26.0,5.57,0.973,837.8,785.13,0.937,41.2,69.3,84.1,124741.0,55.6,62.7,0.78,514.55,425.2,0.826,1.46,75.9,0.0581,100.0,71.0,91.6,1083.61,723.9,0.668,85.5,86.7,0.24,34.0,1515.0,359.33,455.22,95.0,79.7,58.5,77.0,79.4,3.41,34.7,43.8,20.3,32.9,1.4,0.854
134,Thane,Maharashtra,MH,2018,A,1246698,750,47.3,52.7,27.2,66.3,0.901,183621.0,13.9,27.7,2.2,173739.0,14369.0,94.6,35.4,120.0,44.0,70.6,2.44,0.92,129,84.6,20.6,512.75,392.18,0.765,80.2,94.6,79.3,38.0,4.6,15.3,25.0,4.66,0.962,628.27,490.9,0.781,42.1,71.5,81.4,99593.0,45.6,43.1,0.23,420.55,348.48,0.829,1.25,69.8,0.0423,87.5,33.8,73.0,716.55,692.8,0.967,74.2,74.8,0.6,21.1,1176.0,261.61,302.41,95.0,64.4,58.0,54.2,69.8,3.32,39.6,49.4,43.8,44.3,1.4,0.836
135,Thane,Maharashtra,MH,2019,A,1252650,1468,46.2,53.8,19.1,64.7,0.989,190283.0,11.9,21.4,9.7,193824.0,15013.0,82.6,32.1,114.0,49.1,70.1,2.21,0.99,137,79.9,19.9,558.97,548.01,0.98,78.2,92.4,75.4,34.7,4.6,13.6,26.0,5.22,0.949,668.47,555.37,0.831,44.3,68.6,80.0,100541.0,53.0,63.5,0.15,416.95,377.42,0.905,1.31,89.2,0.0376,92.9,37.9,73.6,758.41,504.39,0.665,72.3,71.0,0.59,26.0,1276.0,274.81,335.35,95.0,56.8,70.2,62.1,72.3,3.35,40.7,50.2,35.4,42.1,1.4,0.845
136,Thane,Maharashtra,MH,2020,A,1280515,676,49.0,51.0,22.4,62.9,0.89,206264.0,9.7,27.6,6.9,196551.0,16021.0,46.6,32.1,97.0,48.0,72.3,2.22,1.13,77,87.1,24.1,603.54,396.65,0.657,82.5,96.8,78.0,40.7,3.7,14.3,22.0,5.4,0.968,667.48,505.55,0.757,24.6,67.5,83.8,103763.0,51.9,49.0,0.62,433.24,399.93,0.923,1.54,83.1,0.0459,96.4,38.9,72.8,813.59,730.46,0.898,74.3,76.8,0.8,27.8,1300.0,275.27,360.32,95.0,68.9,52.9,66.7,73.0,3.05,38.6,47.5,32.2,39.4,1.4,0.809
137,Thane,Maharashtra,MH,2021,A,1294176,1008,45.0,55.0,27.9,64.6,0.987,224324.0,10.6,23.7,5.9,205321.0,16134.0,86.4,32.9,117.0,45.3,71.3,2.48,1.08,127,81.9,21.7,601.87,483.79,0.804,81.4,96.7,85.5,39.6,5.4,11.0,25.0,4.87,0.959,723.04,600.99,0.831,25.0,63.7,84.4,111901.0,53.3,57.3,0.24,476.15,326.95,0.687,1.38,77.7,0.0361,93.0,45.2,75.9,866.81,620.24,0.716,84.0,79.7,0.51,25.8,1385.0,299.85,357.77,95.0,74.3,65.2,63.7,76.0,3.35,39.4,45.3,34.4,39.7,1.4,0.76
138,Thane,Maharashtra,MH,2022,A,1310179,1025,47.3,52.7,18.7,67.6,0.946,235318.0,13.9,19.3,4.5,216946.0,16767.0,64.7,34.9,107.0,50.4,70.4,2.64,1.22,143,81.0,22.3,640.44,482.28,0.753,80.4,96.8,83.9,35.9,3.7,10.2,23.0,5.02,0.977,790.56,555.55,0.703,25.4,68.7,96.1,113010.0,67.1,53.5,0.52,476.14,391.26,0.822,1.63,83.6,0.0555,99.3,50.2,88.0,932.11,739.71,0.794,79.4,77.1,0.45,28.4,1403.0,322.46,381.08,95.0,71.5,73.4,75.5,79.9,3.47,40.9,46.2,23.4,36.8,1.4,0.768
139,Thane,Maharashtra,MH,2023,A,1312830,417,48.1,51.9,23.8,65.0,0.995,249293.0,9.4,24.2,4.5,226171.0,17824.0,66.8,32.7,106.0,50.5,73.2,2.46,1.06,117,86.2,21.5,732.23,677.58,0.925,82.5,93.8,82.3,37.4,5.6,9.0,22.0,5.03,0.999,830.49,655.25,0.789,24.9,71.1,87.0,117629.0,64.2,54.6,0.25,540.66,406.86,0.753,1.61,63.8,0.0497,97.2,60.1,92.1,1040.11,619.49,0.596,80.3,83.9,0.3,28.7,1482.0,338.58,418.24,95.0,76.2,74.3,73.9,80.9,4.03,36.4,43.3,25.2,35.0,1.4,0.766
140,Thane,Maharashtra,MH,2024,A,1349389,1047,52.5,47.5,14.2,68.3,0.966,266354.0,13.9,19.9,10.7,239085.0,18095.0,60.4,29.1,81.0,41.4,72.0,2.71,1.24,102,87.0,18.3,744.26,500.93,0.673,83.2,95.2,88.7,42.8,3.2,10.5,21.0,5.54,1.006,870.01,703.46,0.809,43.1,80.1,93.0,121039.0,64.8,49.1,0.38,526.23,400.31,0.761,1.6,69.2,0.0613,100.0,68.2,91.3,1178.53,745.14,0.632,89.9,84.2,0.68,33.2,1553.0,372.88,441.1,95.0,85.2,78.7,77.6,84.9,3.98,32.9,43.0,20.8,32.2,1.4,0.719
141,Balasore,Odisha,OD,2018,C,740662,189,13.3,86.7,23.8,62.2,0.952,64243.0,9.6,43.3,12.7,86039.0,4797.0,62.9,58.3,200.0,75.7,65.0,0.51,0.38,48,67.6,38.7,213.22,184.39,0.865,70.5,96.7,72.6,26.0,9.8,15.5,43.0,2.9,0.902,251.51,194.38,0.773,57.2,58.0,82.6,57565.0,43.9,64.7,0.57,265.04,154.31,0.582,0.54,83.5,0.0249,66.1,13.0,36.8,371.12,277.31,0.747,40.9,31.1,0.37,9.8,489.0,122.67,131.33,15.0,34.7,52.1,23.4,29.4,1.52,75.6,53.6,72.9,67.4,0.9,0.742
142,Balasore,Odisha,OD,2019,C,753262,199,13.9,86.1,28.9,61.3,0.925,69655.0,5.6,36.8,11.7,87210.0,5096.0,59.7,55.4,178.0,75.0,64.7,0.96,0.49,59,74.7,35.9,232.37,203.19,0.874,69.1,96.2,71.4,21.4,6.7,20.8,42.0,3.4,0.937,281.64,169.9,0.603,50.5,44.0,69.5,55592.0,50.1,59.9,0.85,273.19,232.95,0.853,0.58,81.5,0.0171,65.7,20.2,42.4,392.25,247.73,0.632,48.6,43.0,0.32,13.7,505.0,128.95,137.84,39.2,28.8,26.3,26.7,30.9,1.84,68.9,58.3,70.0,65.7,0.9,0.74
143,Balasore,Odisha,OD,2020,C,765452,755,13.9,86.1,23.8,57.3,0.976,71040.0,4.8,36.2,10.3,93793.0,5041.0,54.5,51.0,179.0,79.2,66.8,0.9,0.33,78,76.4,34.4,244.29,207.56,0.85,71.9,93.5,74.5,24.5,8.5,19.4,41.0,3.17,0.898,282.06,236.33,0.838,62.1,55.4,71.3,62075.0,69.6,44.3,0.67,290.51,226.55,0.78,0.76,48.2,0.0216,70.2,25.9,50.7,443.73,312.76,0.705,52.3,40.3,0.55,11.0,551.0,143.56,148.83,51.9,34.4,38.9,28.3,39.0,2.21,64.4,56.8,69.1,63.4,0.9,0.793
144,Balasore,Odisha,OD,2021,C,763829,180,15.1,84.9,39.1,59.2,0.888,76567.0,3.7,35.2,6.1,95094.0,5272.0,97.2,47.8,174.0,74.5,66.6,0.94,0.47,89,78.3,34.0,264.07,201.79,0.764,71.5,98.5,73.4,32.7,5.2,15.6,41.0,3.05,0.95,320.09,282.41,0.882,55.4,56.9,83.9,63574.0,55.2,67.3,0.73,309.77,161.64,0.522,0.55,64.8,0.0197,72.7,24.6,55.3,448.91,301.47,0.672,48.7,44.8,0.34,12.7,571.0,142.81,158.9,58.4,44.6,54.0,28.8,46.7,2.07,62.1,50.4,66.2,59.6,0.9,0.71
145,Balasore,Odisha,OD,2022,C,784489,658,14.8,85.2,17.5,60.7,0.973,79200.0,10.1,40.9,5.9,106111.0,5547.0,45.0,43.5,165.0,63.2,65.5,1.12,0.5,57,78.3,35.7,260.89,175.43,0.672,73.1,96.0,74.4,27.8,7.4,17.0,39.0,3.01,0.931,323.64,245.04,0.757,62.2,55.7,71.2,63949.0,62.8,60.2,0.61,307.06,207.8,0.677,0.72,91.0,0.0269,74.2,33.9,52.5,509.42,355.56,0.698,57.9,46.6,0.34,19.5,569.0,152.17,172.09,63.4,41.9,45.9,39.6,48.6,2.8,61.2,53.1,56.5,56.9,0.9,0.701
146,Balasore,Odisha,OD,2023,C,793058,275,13.2,86.8,31.2,61.8,1.005,86067.0,8.7,33.2,11.8,109103.0,5982.0,42.0,46.2,165.0,57.2,66.1,1.24,0.45,104,73.1,33.2,293.35,220.07,0.75,75.9,93.5,79.0,32.9,5.4,18.5,38.0,3.81,0.933,356.8,286.77,0.804,46.3,59.9,75.1,66327.0,36.8,30.9,0.4,329.96,225.36,0.683,0.74,58.6,0.0297,76.2,38.6,61.3,541.16,424.93,0.785,52.8,45.0,0.82,23.1,595.0,162.93,189.89,62.8,51.5,32.3,37.3,47.5,2.27,62.2,51.6,58.6,57.5,0.9,0.756
147,Balasore,Odisha,OD,2024,C,801179,181,14.6,85.4,26.9,58.1,0.939,88579.0,10.2,35.5,12.6,108605.0,5974.0,55.6,44.0,161.0,59.6,65.6,0.76,0.37,90,78.4,32.6,317.03,191.53,0.604,73.4,99.0,78.2,31.0,4.4,10.9,36.0,3.11,0.932,365.51,233.51,0.639,45.3,65.3,82.4,72616.0,43.8,58.1,0.39,348.72,191.53,0.549,0.63,90.9,0.0291,79.6,44.3,59.3,570.43,446.31,0.782,57.7,57.3,0.32,24.7,626.0,170.0,200.16,59.2,51.2,57.7,43.7,53.0,2.79,61.1,48.9,50.6,53.5,0.9,0.644
148,Berhampur,Odisha,OD,2018,C,671731,139,11.8,88.2,21.8,64.2,0.907,59847.0,10.0,36.6,5.6,82449.0,4831.0,47.4,54.7,204.0,84.2,63.9,0.91,0.24,72,69.3,31.9,199.98,127.41,0.637,68.7,92.9,71.5,22.3,6.7,14.1,40.0,2.93,0.884,236.0,174.01,0.737,60.8,53.4,80.8,52303.0,68.7,38.7,0.94,240.75,163.51,0.679,0.5,56.0,0.0228,66.5,14.9,41.1,341.37,182.98,0.536,50.0,35.5,0.72,7.3,501.0,122.5,123.9,29.6,28.8,34.8,18.7,27.7,1.59,69.3,56.4,77.2,67.6,0.9,0.647
149,Berhampur,Odisha,OD,2019,C,680694,473,14.6,85.4,18.4,56.4,0.912,64391.0,6.3,34.6,13.6,91395.0,4926.0,83.9,54.1,184.0,70.6,65.3,0.72,0.29,84,71.3,35.5,202.98,154.96,0.763,70.1,94.7,73.8,28.9,7.1,19.0,42.0,3.23,0.887,263.15,166.72,0.634,62.1,51.8,74.2,54666.0,45.2,62.1,0.26,257.37,219.75,0.854,0.55,60.8,0.0196,66.8,12.7,38.7,374.1,324.84,0.868,43.1,35.1,0.52,13.0,513.0,129.25,131.04,33.8,33.6,48.9,19.7,33.2,2.06,69.8,56.7,76.7,67.7,0.9,0.78
150,Berhampur,Odisha,OD,2020,C,697836,221,14.6,85.4,25.5,65.8,0.898,66350.0,6.2,41.9,11.8,92737.0,5214.0,47.8,55.1,193.0,80.6,65.5,1.1,0.49,74,71.7,34.5,225.85,159.83,0.708,70.8,94.3,72.7,26.7,6.4,19.0,39.0,2.77,0.908,283.45,238.57,0.842,50.9,60.0,70.2,62232.0,39.8,27.4,0.55,267.73,188.71,0.705,0.71,80.9,0.018,68.6,18.5,42.5,405.29,213.09,0.526,51.3,41.4,0.42,13.3,531.0,132.29,151.14,40.6,34.0,24.2,29.6,32.9,1.47,68.1,57.1,67.6,64.3,0.9,0.695
151,Berhampur,Odisha,OD,2021,C,699503,491,15.7,84.3,21.3,65.5,0.941,72087.0,9.8,39.7,5.3,95655.0,5520.0,41.1,50.5,183.0,73.2,66.9,1.01,0.47,89,76.0,32.1,239.17,200.11,0.837,73.9,93.7,71.4,32.9,7.4,13.8,40.0,3.79,0.943,297.21,198.11,0.667,61.6,54.9,84.2,60815.0,32.5,47.0,0.44,289.22,249.8,0.864,0.72,84.4,0.0211,72.6,31.4,52.6,431.95,324.11,0.75,53.0,41.5,0.79,19.1,561.0,143.18,160.74,55.8,46.5,41.4,37.2,45.9,2.09,62.7,48.3,59.3,56.8,0.9,0.78
152,Berhampur,Odisha,OD,2022,C,710735,229,17.5,82.5,27.3,57.0,0.992,77425.0,9.8,33.2,5.3,105651.0,5497.0,88.6,51.6,174.0,64.6,66.9,1.15,0.42,61,75.4,28.9,266.7,239.41,0.898,75.2,96.7,76.5,26.8,7.4,17.0,41.0,3.73,0.958,318.09,279.28,0.878,45.1,61.5,80.7,63573.0,32.3,56.1,0.48,297.77,226.03,0.759,0.82,83.1,0.023,72.3,31.4,52.7,448.01,398.03,0.888,53.7,43.3,0.51,18.4,586.0,143.82,175.59,61.6,47.8,46.4,38.8,49.4,2.52,61.3,50.2,58.5,56.7,0.9,0.856
153,Berhampur,Odisha,OD,2023,C,713717,822,13.5,86.5,30.3,58.3,0.89,80636.0,8.0,32.1,7.8,106502.0,5721.0,70.4,42.6,146.0,60.0,65.5,0.73,0.45,99,79.7,34.0,284.82,267.46,0.939,75.1,97.4,73.7,27.8,7.1,19.3,38.0,3.72,0.94,325.73,238.2,0.731,53.6,55.4,84.0,69420.0,65.3,39.1,0.88,309.5,191.13,0.618,0.81,61.2,0.0171,74.2,42.2,55.8,509.96,389.63,0.764,57.3,54.0,0.56,17.8,602.0,157.47,183.62,62.7,43.1,38.9,38.4,47.0,2.74,60.9,53.5,58.6,57.7,0.9,0.763
154,Berhampur,Odisha,OD,2024,C,718476,337,18.5,81.5,32.4,66.3,0.994,87559.0,8.5,34.6,13.9,113190.0,5965.0,57.6,47.0,165.0,59.8,65.1,1.25,0.62,55,77.8,32.1,288.83,260.19,0.901,73.2,93.3,73.1,30.1,4.5,11.3,39.0,3.26,0.973,343.49,279.81,0.815,47.7,54.8,82.2,70015.0,60.7,61.3,0.72,327.8,274.85,0.838,0.82,93.6,0.0344,74.3,44.2,61.7,555.75,400.21,0.72,59.9,50.8,0.41,19.4,635.0,170.36,189.01,63.7,49.3,50.7,46.6,53.2,2.29,60.9,46.8,50.1,52.6,0.9,0.818
155,Bhubaneswar,Odisha,OD,2018,C,650934,2008,42.1,57.9,37.8,66.8,0.938,83433.0,11.0,38.0,7.9,81868.0,4914.0,109.7,51.1,214.0,76.3,66.4,0.77,0.6,74,70.4,36.3,197.08,137.9,0.7,79.4,91.3,67.7,20.4,7.5,17.0,42.0,3.15,0.896,241.66,149.08,0.617,48.6,52.0,77.3,56508.0,46.1,53.9,0.73,249.55,145.18,0.582,0.86,67.1,0.04,63.2,25.2,38.5,335.12,198.68,0.593,40.5,35.7,0.5,5.5,495.0,112.2,131.78,34.0,36.8,35.7,29.1,33.8,2.19,68.3,51.2,70.5,63.3,0.9,0.623
156,Bhubaneswar,Odisha,OD,2019,C,656360,1905,42.3,57.7,37.8,61.6,0.948,87826.0,8.9,39.9,7.4,85699.0,5024.0,94.4,49.3,189.0,69.3,66.6,0.84,0.58,85,73.0,32.6,211.43,158.01,0.747,78.8,98.3,75.5,24.8,6.2,16.1,37.0,2.62,0.902,262.01,230.26,0.879,54.9,52.5,68.1,55573.0,31.0,56.2,0.35,260.12,193.65,0.744,0.8,48.6,0.0346,69.4,33.2,42.0,364.15,227.34,0.624,52.0,40.5,0.67,9.9,524.0,121.82,128.57,48.4,46.2,34.1,29.1,40.2,2.35,64.4,51.6,68.9,61.6,0.9,0.748
157,Bhubaneswar,Odisha,OD,2020,C,661768,1745,44.4,55.6,18.9,67.1,0.911,91710.0,5.4,39.2,9.9,92546.0,5259.0,84.0,54.5,174.0,82.5,66.3,1.25,0.65,76,68.8,36.4,208.96,127.36,0.609,79.9,96.9,67.8,31.6,9.3,17.8,39.0,3.44,0.906,268.12,239.48,0.893,63.5,59.8,73.2,57897.0,41.9,44.7,0.47,262.62,193.25,0.736,1.0,76.1,0.0403,66.2,32.5,49.9,391.17,286.04,0.731,44.5,38.6,0.68,15.9,554.0,130.79,145.03,47.0,44.7,37.9,38.7,42.5,1.91,68.7,49.7,61.3,59.9,0.9,0.742
158,Bhubaneswar,Odisha,OD,2021,C,675588,2585,44.5,55.5,37.8,66.2,0.997,97061.0,7.2,41.0,6.0,99533.0,5297.0,113.5,51.2,167.0,71.1,66.6,1.27,0.67,94,74.7,32.9,223.75,205.59,0.919,79.1,95.7,76.0,25.8,7.1,14.3,40.0,3.36,0.945,293.34,236.9,0.808,58.6,55.3,76.2,62784.0,66.3,44.7,0.47,276.07,183.71,0.665,0.83,66.9,0.0359,71.5,41.6,51.6,436.99,385.51,0.882,51.8,39.4,0.88,17.1,557.0,134.72,148.97,61.1,52.2,46.5,38.0,50.2,2.72,63.1,47.1,59.6,56.6,0.9,0.819
